,id,original_title,title,original_language,overview,tagline,release_date,poster_path,popularity,vote_count,vote_average,budget,revenue,runtime,status,backdrop_path,genre_names,year,profit
13550,479746,Demons,Demons,en,"Celebrated fiction writer and former priest, Colin Hampstead, and his wife, Kayleigh, are tormented by the ghost of her late sister, as the details of her grisly death are slowly uncovered.",Hell is empty.  The devil is here!,2017-10-06,/cIROisS4lZZTsoykty128bGiXPw.jpg,3.525,24,5.6,0,0,105,Released,/uxddzfRfnASfB5lz7hJDRm2VYIF.jpg,Horror,2017,0
13563,266882,Closer to God,Closer to God,en,"A man on the cutting edge of science becomes the first to successfully clone a person, but events unravel when the news leaks out before his team could prepare for what's to come.",To Err Is Human,2014-07-25,/vk7nGhMUEiKYqaIVuEzgwGPMNHB.jpg,3.519,32,5.4,0,0,81,Released,/iY0qqJmAcwKsNhx5sNKmQ0AyJNB.jpg,Horror,2014,0
13566,577489,Char Man,Char Man,en,"Two friends visit fire-ravaged Ojai, California, intent on making a fake documentary about the infamous Ojai Vampire. However, things take a bizarre and frightening turn when they learn about a different local legend: The Char Man.",They went looking for a legend...and found a nightmare.,2019-01-22,/8uBBQivL4JW9e5XNkr6A2maUlCS.jpg,3.519,11,4.8,0,0,85,Released,/9O9gzmikYAR2WDisX4oiDkV4Qdd.jpg,Horror,2019,0
13591,201024,Children of Sorrow,Children of Sorrow,en,"Simon Leach is a very, very sick man. Thriving on despair, pain, and panic, he unites a group of broken and desperate people in the middle of the desert. He showers them with the love and affection they’re so desperate for, but Simon has a much greater plan for his followers.",He Lied...,2012-10-06,/sMzVNi2zlQvsAxv9dlUN5MIs2sW.jpg,3.513,22,4.8,0,0,88,Released,/tB220jt4I9991maura9Z64gGR7u.jpg,Horror,2012,0
13618,280016,Asmodexia,Asmodexia,es,"Eloy de Palma is an exorcist pastor roaming the darkest corners of the country with his granddaughter Alba. Their mission is to help those possessed by The Evil One, an infection of the soul that is spreading fast. Each exorcism is tougher than the one before, and every battle reveals a piece of Alba’s forgotten past – an enigma that if unconcealed could change the world as we know it.",Hell awaits,2014-04-19,/m9rhEvc1FvU1EnEkOgxEGF8W4YJ.jpg,3.506,28,4.5,0,0,90,Released,/AgI5J7wd3NY606u16hk00FiorXL.jpg,Horror,2014,0
13673,332624,Unhallowed Ground,Unhallowed Ground,en,"A group of privileged students spend a night patrolling the prestigious Dhoultham school. However, it soon turns into the worst night of their lives as they face off against burglars, supernatural spirits and a deeper, darker evil.  Directed by Russell England.",Evil never dies,2015-01-01,/sVtSNc1plgptgdLelULpX4zRgNn.jpg,3.485,10,3.7,0,0,107,Released,/oUSRCaSvNNEejmYkGDlUxWlFjfw.jpg,Horror,2015,0
13700,300321,RWD,RWD,en,"Two men went searching for ghosts, but they found themselves instead...",Kill your past... Rewind your future,2015-09-26,/xtksqVVeSvIrlHFhimV5X3To703.jpg,3.48,20,4.0,0,0,80,Released,/c1ah5Ra1BGYXC09ySK0OHbdZcV7.jpg,Horror,2015,0
13709,417501,Child Eater,Child Eater,en,A simple night of babysitting takes a horrifying turn when Helen realizes the boogeyman really is in little Lucas' closet.,The young ones taste the best,2016-10-28,/5oyUNNUMmXBNSbBltvbPhVa43kP.jpg,3.475,41,4.6,0,0,82,Released,/v4H8Hl9h5bn6sn3GAt7QAjibH5e.jpg,Horror,2016,0
13712,303267,90210 Shark Attack,90210 Shark Attack,en,"A group of entitled Beverly Hills oceanography students arrive at a mansion in Malibu, to study the local ocean waters. However, someone… or something, has other, more murderous intent, as the Students begin to disappear, one by one, murdered by some flesh-shredding entity, leaving wounds similar in nature to a shark attack.  But how is that possible, when the nearest ocean is a half-mile away?",Beverly Hills CORPSE!,2015-02-17,/pidOfUswEWEKP3ABR6a34ZZbsQy.jpg,3.472,27,3.7,1000000,0,75,Released,/v8JPduX15GwkuSD6vU42G1z6o38.jpg,Horror,2015,-1000000
13734,151193,Night Claws,Night Claws,en,"A small town is being terrorized by a killer Bigfoot. One that is blood thirsty, vicious and kills without warning and without discrimination. A scientist by the name of Sarah Evan shows up to help the town's sheriff and his deputy girlfriend Roberta hunt this thing down and put an end to the killings. At the same time, Hunter Crawford is a thug-like character who along with his two henchmen, is hunting the creature himself, for his own personal gain and he does not care who he has to go through to accomplish his goal.",Survival is Not an Option,2012-08-23,/1lvcseDxEN0QOtLRPJFkgRnoeCa.jpg,3.468,15,3.0,0,0,83,Released,/upJEjJ9AlCFGFc1m0k2hvwMsct5.jpg,Horror,2012,0
13783,518240,The Nursery,The Nursery,en,"When college freshman Ranae agrees to babysit for a family with a tragic past, her run-of-the-mill Saturday night quickly turns into a confrontation with unspeakable horror. Stalked by a sinister presence and haunted by ghosts from her own past, Ranae and her friends must confront an angry, evil spirit determined to hunt them down one-by-one on a deliberate march toward its ultimate prey in THE NURSERY",Death isn't always final.,2018-06-15,/AmSLGCplGxkMp44qC6whGoqAxwM.jpg,3.448,16,4.0,0,0,87,Released,/hccx23KvAa3cIfgJhq7w73FCoi8.jpg,Horror,2018,0
13797,108774,Machete Joe,Machete Joe,en,"A group of out-of-work actors decide to take their careers into their own hands by shooting a low-budget horror film, about an urban myth. With only 15 days to shoot their unfinished script, at a remote castle in the desert, getting through the first night becomes a nightmare. As their egos begin to surface so do the dead bodies.",Fear the blade.,2010-01-29,/r5wBGSMXZ5YPjM2sIWvElYXCKD.jpg,3.443,2,1.5,0,0,81,Released,/ZV2yczD1y8Ls4lFFD4x3oV0VOR.jpg,Horror,2010,0
13803,675575,Honeydew,Honeydew,en,Strange cravings and hallucinations befall a young couple after seeking shelter in the home of an aging farmer and her peculiar son.,You must be starving,2021-03-12,/mIpeYbbwNquR2NbyvMepb20FA3J.jpg,3.441,33,4.9,0,32890,106,Released,/gLthCYKUEqB2urQiqOfiWVgOS2N.jpg,Horror,2021,32890
13821,601083,Culture Shock,Culture Shock,en,"A young Mexican woman crosses the border in search of the American dream, only to instead find her worst nightmare lying within.",Let freedom ring.,2019-07-04,/g12GgEf9WXS8Ww0UbDpMH5NeVbI.jpg,3.434,32,5.7,0,0,91,Released,/utVbqqAVDD7dy8NacUZ9Nx8IqCJ.jpg,Horror,2019,0
13824,477576,DeadThirsty,DeadThirsty,en,"Set in 1992, during a hallucinogenic drug nightmare infused with illicit partying and forbidden sex, young ravers discover the murderous world of the DeadThirsty.",The Party To Die For,2017-01-01,/yHKu3ntOnRyt8qZdeU35otnviIC.jpg,3.433,5,3.7,0,0,78,Released,/r8PCuh7RXTl4SvQmBY8y2KVl2fo.jpg,Horror,2017,0
13825,624574,The Devil’s Passenger,The Devil’s Passenger,en,A woman in a traffic jam desperately tries to help another woman she sees in the back of a van hold held by a hand that appears from the dark background of the vehicle.,NO ONE RIDES FOR FREE.,2018-10-16,/uhpbSnmteu7gDfUtggqjWzdTxri.jpg,3.433,9,6.8,0,0,5,Released,/bN0FGhJzdc2pMtYPURv6sFN6Vqo.jpg,Horror,2018,0
13902,415633,Tonight She Comes,Tonight She Comes,en,"After a girl goes missing, two of her friends and a mysterious set of strangers find themselves drawn to the cabin in the woods where she disappeared. They will laugh, they will drink, they will kiss, they will make love, and THEY MUST ALL DIE.",Everyone else will die,2018-02-13,/qFNXHXNF5gbmqzOxR2wnqCMLLMp.jpg,3.408,37,4.9,0,0,84,Released,/tuTenSO9sjtoXt82lijdUSnXenx.jpg,Horror,2018,0
13944,550172,High Voltage,High Voltage,en,"An emerging rock band, managed by industry vet Jimmy Kleen, strike a deal with record executive Rick Roland. Things take a sinister turn when the band's lead singer, Rachel, and her mother Barb are struck by lightning and killed. Rachel is brought back to life, but she is different than before. Lightning courses through her veins and she uses her new strange electrical powers to drain the life from men, turning it into electrifying stage performances, but just how far are the band willing to go to make it.",Revenge is worth dying for,2018-10-19,/44TEBlWUctxG9K3T1niiLdBINSx.jpg,3.393,12,5.2,0,0,92,Released,/f5om3g9gCPscPhIz1Aky0oy7LqX.jpg,Horror,2018,0
13971,575314,Blood Bound,Blood Bound,en,"Bound to an ancient pact, a family of unlimited power descend upon a small rural town to sacrifice 4 human lives.",Pray for her,2019-11-21,/lgO2gzjYSKenJxWu4V4u1VhTQYX.jpg,3.388,8,4.9,0,0,96,Released,/hohU2iFmHpZqloJqFT941qmrA1k.jpg,Horror,2019,0
13996,209103,The Jungle,The Jungle,en,A big cat conservationist and his filmmaker brother travel into the Indonesian jungle to find and document the rare and endangered Javan leopard. As they travel deeper and deeper into the jungle they come to the realisation that they are being stalked by a deadly predator.,A new predator is on the hunt,2013-06-30,/baRGOduYxFF7bub87KpmU2Xwzwb.jpg,3.385,17,3.9,0,0,84,Released,/kJcg9F3aWnRrHwnFBv6kEjsUkIY.jpg,Horror,2013,0
14008,786584,Dawn of the Beast,Dawn of the Beast,en,"Aiming to find the Bigfoot, a group of graduate students venture deep into an area of the Northeastern wilderness known for its strange creature sightings. Soon, they learn that there is a much more sinister evil lurking in the woods, the Wendigo, and once the spirit knows you’re there, they will come for you. Who will survive in a battle between the two most notorious monsters of the forest?",The legends are real... and they kill,2021-04-06,/hZGx57ShJ3IUeZNxEbOMinW4wea.jpg,3.382,42,6.5,0,0,83,Released,/bt4l2wWtG3lzZvNcOcDgnul1NQd.jpg,Horror,2021,0
14123,404133,Blackburn,Blackburn,en,A forest fire and rock-slide trap five bickering college friends in a small Alaskan ghost town with a horrifying history. When they seek refuge inside the torched ruins of Blackburn Asylum they must fight to survive as the angry inhabitants slaughter the friends one-by-one.,Some Ghost Stories are Real!,2015-08-02,/9Qgeq3mtA0GmrqkhZpp931uLGbi.jpg,3.36,34,5.5,0,0,84,Released,/pF0l5bMuUH8m7syh0ISEKIIdub0.jpg,Horror,2015,0
14213,529683,Cold Wind Blowing,Cold Wind Blowing,en,"When a group of young friends take a trip to a remote mountain to get away from their families for Christmas, their stress-free getaway turns into a nightmare. Trapped in a cabin by a supernatural creature, their fight for survival puts their fracturing relationships to the test as it becomes increasingly clear that all of them won’t be surviving the holidays.",All she wanted was a drama-free Christmas.,2022-03-15,/qRf5GK85cbp5rgcXVIxtCHzZ95i.jpg,3.331,3,5.7,0,0,107,Released,/uU2k1Y8WzfSQjWOvOe5d0tdXrKQ.jpg,Horror,2022,0
14261,355264,The Fear of Darkness,The Fear of Darkness,en,A brilliant young psychiatrist is forced to confront the dark creature that dwells deep within her own unconscious when she investigates the supernatural disappearance of a university student.,It's not just in your mind.,2015-04-11,/uFSx4FA2za3xgriM9AoQsaQhMyF.jpg,3.317,20,4.1,0,0,91,Released,/4DZXvJP9zOR7Vx78PzGsy2RqFOJ.jpg,Horror,2015,0
14263,513510,All Light Will End,All Light Will End,en,"When a capricious young author with a dark secret returns home for her brother's graduation, she finds herself haunted by the past and tormented by night terrors.",Sometimes the demons win,2018-03-24,/nIHNOB3So7Jx9HBcf4s26kFutLl.jpg,3.316,22,5.4,0,0,85,Released,/2uvfioN7TjQCSlLmRFedRCya2Hd.jpg,Horror,2018,0
14304,260602,Tom Holland's Twisted Tales,Tom Holland's Twisted Tales,en,"Horror legend Tom Holland dares you to join him for nine nerve-shredding, totally Twisted Tales. Serving up a mind-bending assortment of the macabre, it’s an anthology fine-tuned to keep you on the edge of your seat. A new drug offers users a glimpse of the future… with beastly consequences. A murderous husband is stalked by his own cell phone. A jilted lover wreaks satanic vengeance. The nightmarish action then leads to worlds haunted by dark magic, demonic possession, vampires, witches and more in this seriously freaky festival of fear.",An Anthology of Darkness and Dread.,2014-04-01,/3fZOVhBhaiStErUeFHKDbQP5a4z.jpg,3.303,10,3.9,0,0,144,Released,/y6vpQjhJ2HSChpExKLwu2HCfxyI.jpg,Horror,2014,0
14351,106427,The Dead Want Women,The Dead Want Women,en,"Beginning at a stylish mansion in the roaring 1920's, a socialite, flappers, and the men who love them come to their ultimate demise. These ghosts continue to haunt the mansion throughout the decade. Now they've come back to haunt and chase after a new generation of beautiful girls. The Dead Want Women!",Witness Unspeakable Acts of Total Depravity!,2012-05-01,/pqKfEFqd7sJlW7pVTaZOXJYERFv.jpg,3.293,17,3.3,0,0,74,Released,/54jznvXQy75LxuORAfC0bvnO8eT.jpg,Horror,2012,0
14358,878508,While We Sleep,While We Sleep,en,"After observing a hauntingly familiar abnormal CAT scan of a 13 year old girl, radiologist Nina Evanko battles to find the source of the young girl's sleeping disorder. What she discovers is darker and stranger than she could have imagined.",I pray the Lord my soul to keep,2021-10-01,/hLBY8JBpHLxnLyHX9DzzQoeqpOX.jpg,3.292,8,4.8,0,0,92,Released,/zRpLBiv0ZH5tXEue5523Owp4FgD.jpg,Horror,2021,0
14359,912391,Last Radio Call,Last Radio Call,en,"On June 30th, 2018, Officer David Serling went missing inside an undisclosed abandoned hospital. Using his recovered body cam footage, his wife attempts to piece together what happened to him on that horrible night.",Some mysteries should stay unsolved.,2022-01-14,/gXdu0JG4s1yjQg8XC0CTGMWXQWy.jpg,3.292,25,6.1,0,0,76,Released,/2ZvAbtvBsE0q0ApFY4PXFPNB9o5.jpg,Horror,2022,0
14366,616844,Pure,Pure,en,"Teen girls perform a secret ritual at a Purity Retreat and, when one of them begins to see a supernatural entity, the terrifying question becomes what is more dangerous: the demon they’ve unleashed, or the pressure of their controlling fathers.",Save yourself,2019-09-06,/21zEfu8kCvVBroyFS9DPaYrEtm4.jpg,3.289,39,5.5,0,0,90,Released,/7nRZ9UfbGJxqDXRQwuxl4R4VGGq.jpg,Horror,2019,0
14368,90291,Stalker,Stalker,en,"When novelist Paula Martin retreats to the seclusion of her family home Crows Hall she hopes to clear her mind and focus on her new book. The arrival of an assistant, Linda, should take the pressure off... but as the bodies pile up, Paula finds herself trapped in a terrifying nightmare of murder and madness.","When Paula Martin wakes up, the nightmare doesn't end...",2010-10-17,/f6W5ngplpuBGYwC6FMuWwskR4kE.jpg,3.288,19,4.9,3100000,0,77,Released,/k6iyRsofVkP4GEEY7FrPtUJwRQO.jpg,Horror,2010,-3100000
14392,273187,The Scarehouse,The Scarehouse,en,When two friends open a Halloween fun house on Devil's Night it is all fun and games until their former sorority sisters begin to arrive. These six sisters are confronted by their past as the night spins out of control.,Revenge is a bitch,2014-09-13,/dE6VEAOTvJOu0ER6nkSkfJKxCG2.jpg,3.282,42,4.9,0,0,82,Released,/fMELq9BX4v1I2iXpHvmIhWe9cFJ.jpg,Horror,2014,0
14407,359029,Follow,Follow,en,"When he blacks out after receiving a strange Christmas gift from his girlfriend, Quinn wakes the next morning to find his whole world crumbling around him.",Love Never Dies. Even When It Should.,2015-09-26,/bHe8skaE4GAZtXROCJybslUT5os.jpg,3.277,13,4.8,0,0,74,Released,/iqWVUk8S7Wm0OIIHje8NwbgS2Yl.jpg,Horror,2015,0
14413,917990,Tales from the Other Side,Tales from the Other Side,en,"Three kids sought out to have the most legendary Halloween night ever. Their Trick-or-treat adventure brings them to the home of the local town legend ""Scary Mary"". Legends say that she is a woman of pure evil, but one thing is for certain - She knows just the right spooky tales to give these three kids the scare of their life. Sharing six unique stories that will lead the children down a mysterious path to the unexpected.",Do you dare watch them all?,2022-06-07,/b26Int3GU1sO5O11mJWZNpRx2hm.jpg,3.275,4,3.5,500000,0,88,Released,/3WB38hQdjGfqhFZzNOyPcuDr7Ln.jpg,Horror,2022,-500000
14483,481367,But Deliver Us from Evil,But Deliver Us from Evil,en,"A demon (Succubus) wreaks havoc on a U.S city. Lilith, Adams first wife according to Jewish mysticism seeks revenge against all of God's creation. God expelled Lilith from the Garden of Eden because of her refusal to obey Adam, the man. Scorned she returns present day with a vengeance against man and his offspring.",Hell hath no fury like a woman scorned,2017-04-27,/A9L5d9IZ55Eo3EGpQJlMppcBzyZ.jpg,3.254,12,5.7,0,0,109,Released,/5uTGS2yY8PHkGUyxReMthTnAOfk.jpg,Horror,2017,0
